EmployeeID,Age,Department,MonthlySales,PerformanceScore
98,25,HR,3112.7521638168755,2.2534486539704854
99,27,IT,10359.876981526324,8.146226703432664
100,26,Sales,1215.7192505809624,6.580654803356621
101,28,Sales,9904.552197888399,5.801149827786894
102,23,HR,2069.7622379549093,9.045033247458619
103,23,IT,3257.5404090933666,8.097374901020777
104,25,IT,3232.998688764993,2.365073917594761
105,23,Production,13334.995740205208,3.805498610159934
106,23,Production,15174.852706043042,3.236402258330192
107,27,Production,12084.006536846033,7.695516633154092
108,25,Production,19281.278421016297,1.3017919126220145
109,27,Production,8122.541010950377,6.129007163841849
110,28,Production,6428.5296393553535,7.862128171666215
111,29,Finance,17503.383435599746,8.890890730855745
112,28,IT,5248.3209318696,4.078735738443167
113,29,Production,19301.228249371616,8.391315742048116
114,27,IT,1230.9350191065105,1.995685632596865
115,28,IT,19427.697707445142,8.618070625610663
116,25,Marketing,1820.0383270609461,2.147397960987842
117,22,Finance,17931.71916026335,4.575585615043305
118,27,Production,11026.321072639697,8.175658292015981
119,29,Sales,19866.331126266705,2.349256846138964
120,26,HR,2402.1347299725785,3.0632625570937733
121,29,Sales,11523.231403625095,7.500273115537596
122,26,Finance,19416.74817676288,7.480328828914669
123,23,HR,10938.859039232828,6.770328695967676
124,28,Finance,12958.574124569988,7.2455360002039
125,26,IT,14219.225090707727,5.884519990128366
126,29,HR,9636.280230587692,3.266191530162575
127,23,IT,12923.603521597206,4.111263941535275
128,22,Sales,12101.971926538905,2.634379451212831
129,25,Sales,18122.002199328792,9.176055052002654
130,25,HR,1863.4812264876996,6.250526152895084
131,25,HR,6338.300602252376,4.607662750872759
132,26,Production,19057.818197454617,5.1580522327971945
133,22,Finance,17915.01189392741,9.525550056506338
134,26,Production,9657.478302928546,2.380162628044722
135,28,Finance,12782.519358229198,6.276068488151175
136,26,Production,6270.242476641521,5.5529981099601935
137,22,IT,4574.302034751465,6.503088118911831
138,22,HR,9810.269693859662,1.1629916543875645
139,28,Sales,7713.692332495004,8.849115180497364
140,22,Finance,12089.46612516657,9.38906454235251
141,29,Finance,2476.958102334712,6.086198652302881
142,22,Sales,19513.50134565716,7.26985741489203
143,25,Production,19738.004145112456,9.302494430595662
144,29,Finance,14265.072566375158,7.3651477088205874
145,29,IT,11185.830960538287,2.3728513862283522
146,28,HR,6881.0247094402275,6.186595241501319
147,24,Sales,16462.105374432023,6.460435417445703
148,24,HR,14009.892278523706,4.817176041721474
149,22,Finance,4089.721847552935,7.627998120622506
150,29,Finance,18307.61650538301,9.409303132921133
151,24,Sales,16628.20761554021,9.330116616160987
152,24,IT,19046.19835254656,5.057554342637189
153,22,Marketing,14788.670659378839,2.019142412566797
154,24,Sales,12654.888722780008,9.863570790661012
155,26,Marketing,8946.617689521758,8.550082778013408
156,23,Production,18721.84118372625,2.1219641308294017
157,28,Marketing,17455.21390050776,9.28757694355635
158,23,IT,1859.1547320175987,8.829067258559155
159,22,Production,1500.972515447788,5.669542514134649
160,25,Marketing,8152.803970682942,6.321478921704363
161,28,Production,16400.513284854824,4.591024334831173
162,22,Marketing,19758.246456983943,1.492854749398282
163,29,IT,3857.9209309670355,4.016775174813109
164,25,Marketing,12288.483591690567,8.225681037382103
165,23,Marketing,8236.926275989408,1.0416882070414257
166,22,Marketing,19428.373558477462,4.001492545220298
167,29,Sales,17000.259539578467,4.58351824231849
168,28,Sales,16928.24538951162,5.836560426441306
169,28,Sales,9905.170036104435,9.278700547714845
170,27,IT,8881.570544415637,4.1171139492936515
171,29,Production,6194.734366683419,4.122578817066049
172,26,Finance,2071.1344363676153,7.637511232987736
173,24,Marketing,17429.72514884601,5.069961468008264
174,25,Marketing,16445.119173471474,3.021443406459838
175,29,IT,19994.635792436482,5.07195564519424
176,27,Marketing,19936.099904404204,2.2677131834181985
177,24,Sales,11553.202406449922,2.58748287855601
178,24,Finance,15610.760888429699,5.4853099546553175
179,22,HR,18950.54886776613,4.770329045540931
180,24,Marketing,17143.300422870816,9.2336131096129
181,26,Sales,5699.613933120755,4.261545092049698
182,28,HR,9560.338570891778,6.225295152502391
183,27,Finance,3454.0288878784045,6.690378591275773
184,24,HR,19126.969517915724,1.1178501092950026
185,22,Sales,12517.31805456672,6.971836348150395
186,26,Production,5344.213304565792,2.6023237018277627
187,23,Production,13762.313003711279,9.649632857225097
188,28,HR,12744.43656870002,2.3379645497780164
189,28,IT,7805.091642623969,4.731617113543214
190,27,HR,3157.5942517929516,1.7681470127077947
191,28,Marketing,13759.890716263193,9.971868266613527
192,24,Marketing,10885.846317172072,5.519755092981184
193,22,Production,15674.049442977148,6.358465155880394
194,28,IT,10883.106521127875,1.6036882964958474
195,28,Sales,17191.448506052264,7.7496442335926
196,23,Marketing,11486.229936715225,2.889150337860272
197,23,Production,11657.821459172339,9.082488604966423
198,25,Finance,17656.418450508554,2.8462567643380643
199,26,Production,8666.174458035544,2.716189485972999
200,24,Marketing,3546.289340562174,1.328947010632854
201,28,Marketing,1546.8708499534405,5.248602505989993
202,29,Production,15347.607857798761,6.083570199363548
203,28,Sales,12785.881475715829,1.5913777548551713
204,22,HR,14377.515593885248,7.9797485502550956
205,25,Marketing,5046.319068669303,5.079599512732249
206,26,Production,3591.0580361486254,5.7195124239482205
207,29,Production,1276.3486476897567,4.966864722444053
208,25,IT,7661.163617325343,4.606867547877934
209,27,HR,12208.436050238028,6.036762981773961
210,26,Finance,8452.636856894915,2.3971622133764123
211,28,Sales,9312.023518450853,2.63735317445744
212,28,Finance,18179.01519538122,8.756070589121656
213,26,HR,7616.853873442707,9.515039159202695
214,28,HR,10765.800294036406,4.359783846517777
215,24,HR,15889.40724208172,3.436702058291984
216,26,Finance,8534.312864104133,6.795995889151142
217,25,HR,12819.647304329595,4.678607539882868
218,26,Production,17384.910466188157,1.2284772009431038
219,29,Finance,19040.8918494952,2.4053733762957132
220,28,HR,3794.396137651721,7.443750059626578
221,24,Production,18605.164878068394,6.930315477191362
222,24,IT,10350.209568511225,1.2438639325313514
223,27,HR,5906.643377680209,2.997749457396545
224,25,Finance,9723.579368526965,3.0796731692926427
225,23,Marketing,19620.618930424065,7.047034692388555
226,23,HR,10359.743785864523,1.1773948397892773
227,26,Marketing,7246.280595462656,1.9369772378611647
228,27,Production,13034.61623201779,8.199244768358703
229,22,IT,5562.766756785668,2.6069019584890025
230,26,Sales,2441.4032340646145,6.874714970666872
231,27,IT,3448.714716302335,3.1436450294205387
232,25,HR,3432.870940197676,1.8949725348341064
233,25,Marketing,3886.151176733593,3.1885497189950867
234,25,Marketing,3637.716280338793,7.500402386700932
235,25,Finance,13176.620151261077,8.701268212956572
236,25,Marketing,4455.721603583752,8.471978781102925
237,27,Finance,7567.678383153401,4.5746517665660935
238,27,Production,18038.979788214227,7.012766229135815
239,24,Sales,10005.271164994574,2.844858658742389
240,29,HR,13683.597031899517,3.6383295723491194
241,23,Finance,4274.077552830967,9.067022366690077
242,28,Sales,4653.4913573647445,1.1170173115966242
243,25,Marketing,1776.5037090630985,1.7695767776902127
244,22,Marketing,4209.766198371126,2.870976296314246
245,28,Sales,6293.216441607214,1.2387898348643773
246,27,Marketing,4363.1992012581895,2.632918915808176
247,22,Production,2685.3481413840564,6.247374048727229
248,22,Production,3292.0815509114154,4.792820955332481
249,22,Sales,9754.79659262179,9.034045399692774
250,24,Finance,4920.340649710058,8.356992055645968
251,27,Finance,7921.127359913434,4.076356165280884
252,22,Sales,10564.92814624228,3.3348109008816325
253,25,Finance,14117.50174395794,4.417231673505402
254,26,Finance,1746.9306569808798,6.31265448263327
255,22,Production,16188.79757927181,3.4125727674058863
256,24,Finance,12930.107400327248,6.617340170642207
257,28,IT,2553.4216070285665,4.684704869721164
258,27,HR,17597.993858028767,5.968424627667822
259,29,Marketing,18496.57561010445,4.92513876221785
260,24,IT,2160.481237242411,3.650191835877259
261,22,Finance,6260.675314796871,9.53607976265941
262,27,Production,16317.824316068165,7.872452147437848
263,26,Sales,15216.93411728951,2.261018581898073
264,22,Finance,4505.89936777117,8.816211783081215
265,24,Production,4977.637143397496,5.386880784245623
266,23,HR,8038.969953036258,9.050970042046822
267,25,Finance,10205.936718629406,8.198697303525837
268,29,Sales,12746.840659075624,4.8269215402231005
269,28,Production,8009.359151825676,1.2022237748810567
270,24,Production,9788.15960652981,3.4180962344645147
271,27,Production,15201.947824541374,5.874707931947802
272,29,HR,1696.98085492136,6.701303978435325
273,29,Finance,5796.301942536395,3.3209891688988207
274,29,HR,14553.642131806497,2.254204666655417
275,22,Marketing,18008.929916056786,8.514372131193692
276,25,Marketing,10721.871400197657,9.85961962633197
277,22,Finance,11110.156220040997,5.731211640724172
278,27,HR,3036.268215455745,2.5451135726347314
279,22,Sales,9500.834969645639,3.4507659386743206
280,23,Production,11119.72806264544,1.1655160889272005
281,25,Production,5606.939569059864,9.228689259044492
282,25,Finance,6115.621388038238,2.05975974601127
283,27,Marketing,8168.39909898783,6.188648279628282
284,28,Marketing,1381.352757776801,3.466496986184854
285,23,Production,7119.504146080388,5.9876020226421405
286,24,Finance,5017.512132934348,6.862783495166778
287,22,HR,7222.449691380379,8.467676233364815
288,26,Marketing,3275.480504565773,2.8577914458454288
289,22,HR,17920.018334058004,1.0989624579263242
290,29,Marketing,12278.256617526924,2.2319706706192655
291,22,Marketing,13902.944063745303,9.100167776632945
292,24,IT,15994.253533539428,8.865010698062637
293,22,Marketing,10470.401779652087,6.376717919532775
294,23,Sales,2651.48547366105,6.40465174390288
295,23,Finance,11205.024294552408,6.9853300709163
296,25,Finance,12149.981242396703,2.5783415076110465
297,27,HR,15163.35000950227,9.229707513324637
298,28,Marketing,9201.531378363909,4.768934724028658
299,26,Sales,3424.0257531157113,4.448246754245477
300,29,HR,6391.742210175765,5.670259347545538
